mandt,matnr,ersda,ernam,laeda,aenam,vpsta,pstat,lvorm,mtart,mbrsh,matkl,bismt,meins,bstme,zeinr,zeiar,zeivr,zeifo,aeszn,blatt,blanz,ferth,formt,groes,wrkst,normt,labor,ekwsl,brgew,ntgew,gewei,volum,voleh,behvo,raube,tempb,disst,tragr,stoff,spart,kunnr,eannr,wesch,bwvor,bwscl,saiso,etiar,etifo,entar,ean11,numtp,laeng,breit,hoehe,meabm,prdha,aeklk,cadkz,qmpur,ergew,ergei,ervol,ervoe,gewto,volto,vabme,kzrev,kzkfg,xchpf,vhart,fuelg,stfak,magrv,begru,datab,liqdt,saisj,plgtp,mlgut,extwg,satnr,attyp,kzkup,kznfm,pmata,mstae,mstav,mstde,mstdv,taklv,rbnrm,mhdrz,mhdhb,mhdlp,inhme,inhal,vpreh,etiag,inhbr,cmeth,cuobf,kzumw,kosch,sprof,nrfhg,mfrpn,mfrnr,bmatn,mprof,kzwsm,saity,profl,ihivi,iloos,serlv,kzgvh,xgchp,kzeff,compl,iprkz,rdmhd,przus,mtpos_mara,bflme,matfi,cmrel,bbtyp,sled_bbd,gtin_variant,gennr,rmatp,gds_relevant,weora,hutyp_dflt,pilferable,whstc,whmatgr,hndlcode,hazmat,hutyp,tare_var,maxc,maxc_tol,maxl,maxb,maxh,maxdim_uom,herkl,mfrgr,qqtime,qqtimeuom,qgrp,serial,ps_smartform,logunit,cwqrel,cwqproc,cwqtolgr,adprof,ipmipproduct,allow_pmat_igno,medium,commodity,animal_origin,textile_comp_ind,sgt_csgr,sgt_covsa,sgt_stat,sgt_scope,sgt_rel,fsh_mg_at1,fsh_mg_at2,fsh_mg_at3,fsh_sealv,fsh_seaim,fsh_sc_mid,anp,psm_code,bev1_luleinh,bev1_luldegrp,bev1_nestruccat,dsd_sl_toltyp,dsd_sv_cnt_grp,dsd_vc_group,vso_r_tilt_ind,vso_r_stack_ind,vso_r_bot_ind,vso_r_top_ind,vso_r_stack_no,vso_r_pal_ind,vso_r_pal_ovr_d,vso_r_pal_ovr_w,vso_r_pal_b_ht,vso_r_pal_min_h,vso_r_tol_b_ht,vso_r_no_p_gvh,vso_r_quan_unit,vso_r_kzgvh_ind,packcode,dg_pack_status,mcond,retdelc,loglev_reto,nsnid,adspc_spc,imatn,picnum,bstat,color_atinn,size1_atinn,size2_atinn,color,size1,size2,free_char,care_code,brand_id,fiber_code1,fiber_part1,fiber_code2,fiber_part2,fiber_code3,fiber_part3,fiber_code4,fiber_part4,fiber_code5,fiber_part5,fashgrd,operation_flag,is_deleted,recordstamp
250,000000002099771486,2022-02-03,VISHAKHA,2022-02-23,SIBASISM,KDBV,KDBV,,FERT,Z,MISC,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 07:32:36.414287+00:00
250,000000007777777777,2022-02-03,VISHAKHA,2022-02-23,SIBASISM,KDBV,KDBV,,FERT,Z,BEVERAGE,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 07:32:36.414287+00:00
250,000000007777777791,2022-02-03,VISHAKHA,2022-02-23,GAIKWADPAWAR,KDBV,KDBV,,FERT,Z,BEVERAGE,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 11:45:16.169979+00:00
250,000000007777777792,2022-02-03,VISHAKHA,2022-02-23,GAIKWADPAWAR,KDBV,KDBV,,FERT,Z,BEVERAGE,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 11:45:16.169979+00:00
250,000000007621266777,2022-02-03,VISHAKHA,2022-02-23,GAIKWADPAWAR,KDBV,KDBV,,FERT,Z,BEVERAGE,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 11:45:16.683372+00:00
250,000000007956042910,2022-02-03,VISHAKHA,2022-02-23,GAIKWADPAWAR,KDBV,KDBV,,FERT,Z,MISC,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 11:45:17.055971+00:00
250,000000005999937385,2022-02-03,VISHAKHA,2022-02-23,GAIKWADPAWAR,KDBV,KDBV,,FERT,Z,MISC,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 11:45:17.055971+00:00
250,000000004604798494,2022-02-03,VISHAKHA,2022-02-23,GAIKWADPAWAR,KDBV,KDBV,,FERT,Z,BEVERAGE,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 11:45:17.451022+00:00
250,000000002099771486,2022-02-03,VISHAKHA,2022-02-23,GAIKWADPAWAR,KDBV,KDBV,,FERT,Z,MISC,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 11:45:17.899519+00:00
250,000000007777777777,2022-02-03,VISHAKHA,2022-02-23,GAIKWADPAWAR,KDBV,KDBV,,FERT,Z,BEVERAGE,,L,,,,,,,,,,,,,,,,,1.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-23 11:45:17.899519+00:00
250,000000008360373865,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,DRY GOODS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:32:50.950628+00:00
250,000000001028118297,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,SAUCE,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:32:50.950628+00:00
250,000000007777777782,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,MISC,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777783,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,GRAINS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777784,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,VEGETABLE,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777785,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,VEGETABLE,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777786,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,PROTEIN,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777787,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,GRAINS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777789,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,DRY GOODS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777790,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,BAKING,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777793,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,DRY GOODS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777794,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,BAKING,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777795,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,BAKING,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777796,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,GRAINS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777797,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,DRY GOODS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000007777777798,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,DRY GOODS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:55.626988+00:00
250,000000002171546751,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,ENTREE,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:56.103205+00:00
250,000000003331839971,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,SNACK,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:56.497164+00:00
250,000000007777777779,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,ENTREE,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:56.497164+00:00
250,000000007777777781,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,BAKING,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 12:43:56.497164+00:00
250,000000001028118297,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,SAUCE,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-07 09:11:17.542981+00:00
250,000000002171546751,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,ENTREE,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-08 13:09:21.888070+00:00
250,000000003331839971,2022-02-03,VISHAKHA,,,KDBV,KDBV,,FERT,Z,SNACK,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-08 13:09:22.311051+00:00
250,000000001028118297,2022-02-03,VISHAKHA,2022-02-08,VISHAKHA,KDBV,KDBV,,FERT,Z,SAUCE,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,000,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-08 13:45:45.832546+00:00
250,000000007777777789,2022-02-03,VISHAKHA,2022-02-08,VISHAKHA,KDBV,KDBV,,FERT,Z,DRY GOODS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-08 13:53:04.686869+00:00
250,000000007777777790,2022-02-03,VISHAKHA,2022-02-08,VISHAKHA,KDBV,KDBV,,FERT,Z,BAKING,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-08 13:53:04.686869+00:00
250,000000007777777793,2022-02-03,VISHAKHA,2022-02-08,VISHAKHA,KDBV,KDBV,,FERT,Z,DRY GOODS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-08 13:53:05.027382+00:00
250,000000007777777794,2022-02-03,VISHAKHA,2022-02-08,VISHAKHA,KDBV,KDBV,,FERT,Z,BAKING,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-08 13:53:05.027382+00:00
250,000000007777777795,2022-02-03,VISHAKHA,2022-02-08,VISHAKHA,KDBV,KDBV,,FERT,Z,BAKING,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-08 13:53:05.027382+00:00
250,000000007777777796,2022-02-03,VISHAKHA,2022-02-08,VISHAKHA,KDBV,KDBV,,FERT,Z,GRAINS,,KG,,,,,,,,,,,,,,,,,10.000000000,KG,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-08 13:53:05.401203+00:00
