mandt,matnr,spras,maktx,maktg,operation_flag,is_deleted,recordstamp
800,T-M15A01,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A20,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T199,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A16,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T100,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A13,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T125,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,WW-402,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A28,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T114,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T124,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T129,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A08,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T100,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A23,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,DOC-MAT333,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T00,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-01,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A26,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A17,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T101,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-27,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A05,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T124,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-10,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T128,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A22,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,DOC-MAT555,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T101,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T109,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T108,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,100-113,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T106,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T116,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A29,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T100S,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-00,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,100-112,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T108,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-15,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T107,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T105,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-13,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-24,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A04,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-18,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T125,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T126,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T116,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-RAW03,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T112,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T130,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A18,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T103,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-03,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-04,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A15,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-14,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-11,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T117,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-17,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,DOC-MAT222,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-29,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,DOC-MAT111,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T104,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,R-T128,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-09,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,100-110,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-05,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-RAW01,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-16,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A14,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-20,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-M15A24,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-RAW05,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T112,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-AC205-06,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T114,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-R00,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,T-T110,d,Slug for spiral casing,SLUG FOR SPIRAL CASING,I,False,2021-03-31 02:48:36.182371+00:00
800,M-310,E,Sodium Bicarbonate 50%,SODIUM BICARBONATE 50%,I,False,2021-03-31 02:48:36.182371+00:00
800,Y-510,E,Sodium Bicarbonate 50%,SODIUM BICARBONATE 50%,I,False,2021-03-31 02:48:36.182371+00:00
800,500-150,E,Sodium Bicarbonate 50%,SODIUM BICARBONATE 50%,I,False,2021-03-31 02:48:36.182371+00:00
800,CPH_3002,E,Sodium Laureth Sulfate,SODIUM LAURETH SULFATE,I,False,2021-03-31 02:48:36.182371+00:00
800,CP11009,E,Softpaw Flexpack 3 oz.,SOFTPAW FLEXPACK 3 OZ.,I,False,2021-03-31 02:48:36.182371+00:00
800,CPF11009,E,Softpaw Flexpack 3 oz.,SOFTPAW FLEXPACK 3 OZ.,I,False,2021-03-31 02:48:36.182371+00:00
800,HT04-C11501,E,Solder Paste P-YT20011,SOLDER PASTE P-YT20011,I,False,2021-03-31 02:48:36.182371+00:00
800,HT01-C11501,E,Solder Paste P-YT20011,SOLDER PASTE P-YT20011,I,False,2021-03-31 02:48:36.182371+00:00
800,HT05-C11501,E,Solder Paste P-YT20011,SOLDER PASTE P-YT20011,I,False,2021-03-31 02:48:36.182371+00:00
800,HT11-C11501,E,Solder Paste P-YT20011,SOLDER PASTE P-YT20011,I,False,2021-03-31 02:48:36.182371+00:00
800,HT13-C11501,E,Solder Paste P-YT20011,SOLDER PASTE P-YT20011,I,False,2021-03-31 02:48:36.182371+00:00
800,HT03-C11501,E,Solder Paste P-YT20011,SOLDER PASTE P-YT20011,I,False,2021-03-31 02:48:36.182371+00:00
800,HT12-C11501,E,Solder Paste P-YT20011,SOLDER PASTE P-YT20011,I,False,2021-03-31 02:48:36.182371+00:00
800,HT02-C11501,E,Solder Paste P-YT20011,SOLDER PASTE P-YT20011,I,False,2021-03-31 02:48:36.182371+00:00
800,SP-MT-MAS-SM,E,Sorted machinable mail,SORTED MACHINABLE MAIL,I,False,2021-03-31 02:48:36.182371+00:00
800,ZSP EXCESS FUNDING,E,SP Excess Over Funding,SP EXCESS OVER FUNDING,I,False,2021-03-31 02:48:36.182371+00:00
800,STB1-BOXER_RAW-35,E,Spring Cap Valve below,SPRING CAP VALVE BELOW,I,False,2021-03-31 02:48:36.182371+00:00
800,DPC9013,E,Standard Keyboard - US,STANDARD KEYBOARD - US,I,False,2021-03-31 02:48:36.182371+00:00
800,DPC1036,E,Standard letters / DOS,STANDARD LETTERS / DOS,I,False,2021-03-31 02:48:36.182371+00:00
800,CPT_F_011,E,Star Big Salty Pretzel,STAR BIG SALTY PRETZEL,I,False,2021-03-31 02:48:36.182371+00:00
800,CPT_F_001,E,Star Chocolate Cookies,STAR CHOCOLATE COOKIES,I,False,2021-03-31 02:48:36.182371+00:00
800,TDS-02,E,Star Chocolate Cookies,STAR CHOCOLATE COOKIES,I,False,2021-03-31 02:48:36.182371+00:00
800,PLATES_PP,E,Steel Plates for Block,STEEL PLATES FOR BLOCK,I,False,2021-03-31 02:48:36.182371+00:00
800,JG-S350,E,Sub-Assembly for JG-50,SUB-ASSEMBLY FOR JG-50,I,False,2021-03-31 02:48:36.182371+00:00
800,JG-S450,E,Sub-Assembly for JG-60,SUB-ASSEMBLY FOR JG-60,I,False,2021-03-31 02:48:36.182371+00:00
800,CH-1525,E,sulfuric acid (recyc.),SULFURIC ACID (RECYC.),I,False,2021-03-31 02:48:36.182371+00:00
800,300-200B,E,Sulphuric Acid (Batch),SULPHURIC ACID (BATCH),I,False,2021-03-31 02:48:36.182371+00:00
800,ISP-ACCNTG,E,Support for Accounting,SUPPORT FOR ACCOUNTING,I,False,2021-03-31 02:48:36.182371+00:00
800,SYOSS_WM,E,Syoss Hair Spray Women,SYOSS HAIR SPRAY WOMEN,I,False,2021-03-31 02:48:36.182371+00:00
800,IP_PHONE_700,E,Telephone Tellyset 700,TELEPHONE TELLYSET 700,I,False,2021-03-31 02:48:36.182371+00:00
800,IP_PHONE_710,E,Telephone Tellyset 710,TELEPHONE TELLYSET 710,I,False,2021-03-31 02:48:36.182371+00:00
800,TP_SPARE,E,Third Party Spare part,THIRD PARTY SPARE PART,I,False,2021-03-31 02:48:36.182371+00:00
800,TM-601,E,TM-601 Import Material,TM-601 IMPORT MATERIAL,I,False,2021-03-31 02:48:36.182371+00:00
800,TM-700,E,TM-700 Import Material,TM-700 IMPORT MATERIAL,I,False,2021-03-31 02:48:36.182371+00:00
800,TM-701,E,TM-701 Import Material,TM-701 IMPORT MATERIAL,I,False,2021-03-31 02:48:36.182371+00:00
800,TP-1000,E,TMS Product Grade 1000,TMS PRODUCT GRADE 1000,I,False,2021-03-31 02:48:36.182371+00:00
800,TP-2000,E,TMS Product Grade 2000,TMS PRODUCT GRADE 2000,I,False,2021-03-31 02:48:36.182371+00:00
800,C-1024,E,Token Bus Network Card,TOKEN BUS NETWORK CARD,I,False,2021-03-31 02:48:36.182371+00:00
800,STB1-BOXER_RAW-111,E,Toothead Belt Disk big,TOOTHEAD BELT DISK BIG,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002463,E,Top Cover Set assembly,TOP COVER SET ASSEMBLY,I,False,2021-03-31 02:48:36.182371+00:00
800,P300207,E,Touch Screen for Note2,TOUCH SCREEN FOR NOTE2,I,False,2021-03-31 02:48:36.182371+00:00
800,HT-CON9921,E,Tova/Antenna Connector,TOVA/ANTENNA CONNECTOR,I,False,2021-03-31 02:48:36.182371+00:00
800,SP TRANSACTIONS,E,Transactions Processed,TRANSACTIONS PROCESSED,I,False,2021-03-31 02:48:36.182371+00:00
800,CE_EXC_TRENCH_36,E,"Trenching Bucket - 36""","TRENCHING BUCKET - 36""",I,False,2021-03-31 02:48:36.182371+00:00
800,CE_EXC_TRENCH_48,E,"Trenching Bucket - 48""","TRENCHING BUCKET - 48""",I,False,2021-03-31 02:48:36.182371+00:00
800,NLM7-TRU1,E,"TRU1, B1013, Cabinet 1","TRU1, B1013, CABINET 1",I,False,2021-03-31 02:48:36.182371+00:00
800,NLM7-TRU2,E,"TRU2, B1013, Cabinet 1","TRU2, B1013, CABINET 1",I,False,2021-03-31 02:48:36.182371+00:00
800,NLM7-TRU3,E,"TRU3, B1013, Cabinet 1","TRU3, B1013, CABINET 1",I,False,2021-03-31 02:48:36.182371+00:00
800,NLM7-TRU4,E,"TRU4, B1013, Cabinet 1","TRU4, B1013, CABINET 1",I,False,2021-03-31 02:48:36.182371+00:00
800,NLM7-TRU5,E,"TRU5, B1013, Cabinet 1","TRU5, B1013, CABINET 1",I,False,2021-03-31 02:48:36.182371+00:00
800,NLM7-TRU6,E,"TRU6, B1013, Cabinet 1","TRU6, B1013, CABINET 1",I,False,2021-03-31 02:48:36.182371+00:00
800,FIO-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FIO-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI7-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,MRP-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI1-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI3-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI7-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI4-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI1-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI8-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI2-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI5-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI9-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI9-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI8-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI6-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI2-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI6-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI5-T-IT581,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI3-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,MRP-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,FI4-T-IT580,E,Universal Navibag Grey,UNIVERSAL NAVIBAG GREY,I,False,2021-03-31 02:48:36.182371+00:00
800,MIC-043,E,Upright Vacuum Cleaner,UPRIGHT VACUUM CLEANER,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1000,E,US Sales Planning 1000,US SALES PLANNING 1000,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1001,E,US Sales Planning 1001,US SALES PLANNING 1001,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1002,E,US Sales Planning 1002,US SALES PLANNING 1002,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1003,E,US Sales Planning 1003,US SALES PLANNING 1003,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1007,E,US Sales Planning 1007,US SALES PLANNING 1007,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1010,E,US Sales Planning 1010,US SALES PLANNING 1010,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1011,E,US Sales Planning 1011,US SALES PLANNING 1011,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1020,E,US Sales Planning 1020,US SALES PLANNING 1020,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1021,E,US Sales Planning 1021,US SALES PLANNING 1021,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1022,E,US Sales Planning 1022,US SALES PLANNING 1022,I,False,2021-03-31 02:48:36.182371+00:00
800,KK-1023,E,US Sales Planning 1023,US SALES PLANNING 1023,I,False,2021-03-31 02:48:36.182371+00:00
800,HT-S2011275,E,USB Laser Scroll Mouse,USB LASER SCROLL MOUSE,I,False,2021-03-31 02:48:36.182371+00:00
800,HT-1119,E,USB Stick Professional,USB STICK PROFESSIONAL,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000050065562,E,W11980-LOCK_WSHR_6_V01,W11980-LOCK_WSHR_6_V01,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000050065571,E,W11980-LOCK_WSHR_6_V01,W11980-LOCK_WSHR_6_V01,I,False,2021-03-31 02:48:36.182371+00:00
800,WTM-99,E,Waffer-Thin Mints - 99,WAFFER-THIN MINTS - 99,I,False,2021-03-31 02:48:36.182371+00:00
800,E-1308A,E,Wall panel wood - back,WALL PANEL WOOD - BACK,I,False,2021-03-31 02:48:36.182371+00:00
800,E-1308,E,Wall panel wood - side,WALL PANEL WOOD - SIDE,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-KIT-02,E,Welch FG Kit Sales BOM,WELCH FG KIT SALES BOM,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-KIT-01,E,Welch FG Kit Sales BOM,WELCH FG KIT SALES BOM,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-101,E,Welch Finished Good 01,WELCH FINISHED GOOD 01,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-102,E,Welch Finished Good 02,WELCH FINISHED GOOD 02,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-103,E,Welch Finished Good 03,WELCH FINISHED GOOD 03,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-104,E,Welch Finished Good 04,WELCH FINISHED GOOD 04,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-105,E,Welch Finished Good 05,WELCH FINISHED GOOD 05,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-106,E,Welch Finished Good 06,WELCH FINISHED GOOD 06,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-107,E,Welch Finished Good 07,WELCH FINISHED GOOD 07,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-108,E,Welch Finished Good 08,WELCH FINISHED GOOD 08,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-109,E,Welch Finished Good 09,WELCH FINISHED GOOD 09,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-110,E,Welch Finished Good 10,WELCH FINISHED GOOD 10,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-KCOMP01,E,Welch Kit Component 01,WELCH KIT COMPONENT 01,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-KCOMP02,E,Welch Kit Component 02,WELCH KIT COMPONENT 02,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-KCOMP03,E,Welch Kit Component 03,WELCH KIT COMPONENT 03,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-KCOMP04,E,Welch Kit Component 04,WELCH KIT COMPONENT 04,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-KCOMP05,E,Welch Kit Component 05,WELCH KIT COMPONENT 05,I,False,2021-03-31 02:48:36.182371+00:00
800,WGW-KCOMP06,E,Welch Kit Component 06,WELCH KIT COMPONENT 06,I,False,2021-03-31 02:48:36.182371+00:00
800,F-205-WB,E,Whiteboard Interactive,WHITEBOARD INTERACTIVE,I,False,2021-03-31 02:48:36.182371+00:00
800,1300-560,E,"Wiring harness 17,5 cm","WIRING HARNESS 17,5 CM",I,False,2021-03-31 02:48:36.182371+00:00
800,T-M510H99,E,"Wiring harness 17,5 cm","WIRING HARNESS 17,5 CM",I,False,2021-03-31 02:48:36.182371+00:00
800,HT-S2011968,E,Workstations Mouse Pad,WORKSTATIONS MOUSE PAD,I,False,2021-03-31 02:48:36.182371+00:00
800,WRS-MRP,E,WRS material for Fiori,WRS MATERIAL FOR FIORI,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002567,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002540,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002541,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002545,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002542,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002544,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002543,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002546,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002538,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002548,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002539,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002550,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002568,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002551,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000002547,E,  $00000000000000000001,  $00000000000000000001,I,False,2021-03-31 02:48:36.182371+00:00
800,TM-600,E, TM-600 Import Material, TM-600 IMPORT MATERIAL,I,False,2021-03-31 02:48:36.182371+00:00
800,H816261,E,"""Cyber-shot W80, Black""","""CYBER-SHOT W80, BLACK""",I,False,2021-03-31 02:48:36.182371+00:00
800,H812888,E,"""Cyber-shot W80, White""","""CYBER-SHOT W80, WHITE""",I,False,2021-03-31 02:48:36.182371+00:00
800,HT-RES4650/051,E,0.051ohm 5% 0805 0.125W,0.051OHM 5% 0805 0.125W,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000050065852,E,090842-CONN_ROD_UPR_V01,090842-CONN_ROD_UPR_V01,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000050065453,E,090842-CONN_ROD_UPR_V01,090842-CONN_ROD_UPR_V01,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000050065854,E,090844-CONN_ROD_BRG_V01,090844-CONN_ROD_BRG_V01,I,False,2021-03-31 02:48:36.182371+00:00
800,000000000050065455,E,090844-CONN_ROD_BRG_V01,090844-CONN_ROD_BRG_V01,I,False,2021-03-31 02:48:36.182371+00:00
800,HT-2001,E,"10"" Portable DVD player","10"" PORTABLE DVD PLAYER",I,False,2021-03-31 02:48:36.182371+00:00
800,000000000000003128,E,108002-ELECTRICAL_MOTOR,108002-ELECTRICAL_MOTOR,I,False,2021-03-31 02:48:36.182371+00:00
